TIGHT n=18 m=140 tag=perturb g6=Q~~~~~~^|~x}z~|~~^~z~~n~nVw t=8.8s
TIGHT n=18 m=103 tag=perturb g6=Qvm~[CF^t~avz^HznpEh\ku~}^g t=1.5s
TIGHT n=18 m=112 tag=perturb g6=QZ^~fykV[|x}z~|~dR|uNnZu{^o t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Q~n~vwv^|~bvzZTYfyk_xku~~Rw t=0.8s
TIGHT n=18 m=109 tag=perturb g6=Q|iqFpv[|Vf}{^u~~z~nnwe|^Y_ t=0.6s
TIGHT n=18 m=105 tag=perturb g6=QZm~zqz]~ziHx||lKeB^^nvvlBW t=0.7s
TIGHT n=18 m=116 tag=perturb g6=Q|zw~^~n{ivyBn|~v}ZR|mmmz^w t=1.7s
TIGHT n=18 m=107 tag=perturb g6=QvxMnsvN|mv~nnf|LZyaLkFut~w t=0.5s
TIGHT n=18 m=123 tag=perturb g6=Q|rx^~f^~nrnjn{~|~yP|~n}z^w t=0.7s
TIGHT n=18 m=98 tag=perturb g6=Q|\ZvqTNtmn~v^BVnZhaLWNU\do t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Q~Zwl|vr}kuIFl|\~~qPt\Jwp^o t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Qmzr~}}^s~o|v}[ZZX~zW^ZZTRg t=1.0s
TIGHT n=18 m=117 tag=perturb g6=QXyx~~~^~Nrnjn\]~^zp|}ksz^W t=2.0s
TIGHT n=18 m=113 tag=perturb g6=Qvn~\{V^d~fvz^Pznrfg[kvv~^w t=0.7s
TIGHT n=18 m=106 tag=perturb g6=Qnjyv|R]|veKz[s~jz~jbwe||Zo t=0.8s
TIGHT n=18 m=112 tag=perturb g6=Q~kv~{v^|~NvyXTNmzng|{us~[w t=1.7s
TIGHT n=18 m=113 tag=perturb g6=Qv~~n~~Wl|xGblwv~}vHMz~~eVw t=0.3s
TIGHT n=18 m=114 tag=perturb g6=Q~l{k|vN||erz\t~nZ~aL|N}|vw t=1.8s
TIGHT n=18 m=121 tag=perturb g6=Qf~^tz~]lzzWb~\~~]~~[jv~nVw t=2.3s
TIGHT n=18 m=106 tag=perturb g6=QnUzfx}}[t|{WV|~n^|VzDRuVN_ t=0.8s
TIGHT n=18 m=105 tag=perturb g6=Qn\Fj|tMtmexz~d||R~b|\Fo|Vw t=1.2s
TIGHT n=18 m=110 tag=perturb g6=Q|yW~~Z^}NrnYlXN^Jzol~n}y\w t=1.7s
TIGHT n=18 m=110 tag=perturb g6=QtzW~~R^}Mrnblx\nI~_l~n~zVw t=1.8s
TIGHT n=18 m=99 tag=perturb g6=Qvm|[?E^t~avz^HrnpCh^ku~}^g t=0.7s
TIGHT n=18 m=110 tag=perturb g6=Qzf}~kuNu~E~t~{sixdy||a~|ng t=0.7s
TIGHT n=18 m=110 tag=perturb g6=Q~l~vSfNt~f~zzp^nZ|aH|E}lVw t=1.0s
TIGHT n=18 m=109 tag=perturb g6=QWzY~~Z^}NvnIkx]nJzsk}m}z^w t=0.5s
TIGHT n=18 m=127 tag=perturb g6=Q~~~~~~N|zxEz~|~~U^~^}n}lVO t=6.0s
TIGHT n=18 m=117 tag=perturb g6=Qvn~~~~UnxxGblzv~]~N]p~j|Nw t=0.3s
TIGHT n=18 m=119 tag=perturb g6=Q^^V}n~Nl~r}Yv|}VVzzvwnznvg t=0.9s
TIGHT n=18 m=105 tag=perturb g6=Q~hyv|P^|vemZssv^z~abwe||Zo t=1.8s
TIGHT n=18 m=114 tag=perturb g6=Qe~ztZ{^{~zvz}X~zB|rzVfylVw t=2.1s
TIGHT n=18 m=113 tag=perturb g6=Q|zwl^v~}avzBF|j~^zR|mmmz^w t=0.6s
TIGHT n=18 m=113 tag=perturb g6=Qz}z~||]lziHx~|lLUr^^nvvhVw t=0.7s
TIGHT n=18 m=115 tag=perturb g6=Q|rx~}~~llrnjnlVu\yp[~~wy^w t=1.8s
TIGHT n=18 m=102 tag=perturb g6=Q}zz|KUf|~ntjtt{fzzLl}?I\Mo t=0.5s
TIGHT n=18 m=97 tag=perturb g6=Qsih|krn|~nRzZpyBjHg|oaz~Ng t=0.5s
TIGHT n=18 m=108 tag=perturb g6=Q~l~vSeNt~f~zip^nZ|bH|FylVw t=1.8s
TIGHT n=18 m=109 tag=perturb g6=Q{Jrj~{N|~f}z~Sl~n~{kwa|\RW t=1.9s
TIGHT n=18 m=108 tag=perturb g6=QwNRdz~^ztVm`n\\}SxP|~n}z^w t=3.0s
TIGHT n=18 m=107 tag=perturb g6=QR~^vd`}k|x}y|L~^^xrZEvgm^w t=2.7s
TIGHT n=18 m=111 tag=perturb g6=Qr~^vd`}k|x}y|L~^^zrZevkm^w t=1.2s
TIGHT n=18 m=103 tag=perturb g6=Q~lv~{v\|~LvyX\MkXnG|{utF[G t=0.5s
TIGHT n=18 m=106 tag=perturb g6=Q~^~byeVW~oIrz|~nUK~n~Ru{To t=1.6s
TIGHT n=18 m=117 tag=perturb g6=Q{ZzF~~~zbfdn~\\nNxP|~n}z^w t=3.1s
TIGHT n=18 m=111 tag=perturb g6=Q{IX~}~^~mBghnx^~^xdl~n}x{w t=1.6s
TIGHT n=18 m=110 tag=perturb g6=Q|zwz|~f}aenBn|]~^yp|mzgr^w t=2.8s
TIGHT n=18 m=113 tag=perturb g6=Q~v~~Z~]|zpIvv|VvQf~^~nbcV? t=1.6s
TIGHT n=18 m=100 tag=perturb g6=Q~jo^|D]tzf}Z{{tRj|froU][zO t=1.2s
TIGHT n=18 m=110 tag=perturb g6=Q|vX~zJ^uzUnjlx^\JZol~}}X^w t=1.2s
TIGHT n=18 m=107 tag=perturb g6=Q|qx}u~UmlfLjnlVu\yp[~~wy^w t=0.6s
TIGHT n=18 m=109 tag=perturb g6=Q~~zp\FVlUn[~][^mzNg|cq~~^w t=1.5s
TIGHT n=18 m=119 tag=perturb g6=Qv~~~~~]lxwGblxv~]~jUz~~nVw t=1.0s
TIGHT n=18 m=106 tag=perturb g6=Q{P{}^}n}`fzFn{}|N~P|mmkJ\w t=0.4s
TIGHT n=18 m=110 tag=perturb g6=QdYG}N~nmavjBn|^~^zp|nj}z^w t=1.9s
TIGHT n=18 m=109 tag=perturb g6=QtMVn~mFW~xnZ~\~fJxu^rR}^kw t=0.3s
TIGHT n=18 m=106 tag=perturb g6=Q~NnJmtvwVR[z~\\n^zf^\VueEg t=1.6s
TIGHT n=18 m=91 tag=perturb g6=QzVfV}WsSmbYT]|TJ{zvINPe~M? t=2.1s
TIGHT n=18 m=101 tag=perturb g6=Q{yh~krl|~~RzZ`yRjGh]ob~}ng t=0.6s
TIGHT n=18 m=111 tag=perturb g6=Q^n~l{vl|zjvz^TYnzmg\gq~nVw t=0.7s
TIGHT n=18 m=106 tag=perturb g6=Q{~^yu{Zczj^jyH\~Z|oq^vy{uw t=0.7s
TIGHT n=18 m=113 tag=perturb g6=QU~NZ|zN|pxEzn|Vn]]~Z}n}|vO t=0.7s
TIGHT n=18 m=109 tag=perturb g6=Qqzyn|~r}QemFl|^~^yp|mjwr^w t=1.6s
TIGHT n=18 m=105 tag=perturb g6=Ql~{jZsV]~omRZ~~^ZG]n~rU{\_ t=1.9s
TIGHT n=18 m=96 tag=perturb g6=Qnhqti~Jvn_~`f^~Z^pEsNjotY_ t=0.7s
TIGHT n=18 m=116 tag=perturb g6=Q~~~F|{U{^x}w]x~^^Hr^~R}~Vw t=2.3s
TIGHT n=18 m=102 tag=perturb g6=Q~ZTV}{v]~z{zU~TBLWq]rRqlmw t=0.3s
TIGHT n=18 m=106 tag=perturb g6=Qx^pzln^zDqFh~{\}FZd|jn|jVw t=0.3s
TIGHT n=18 m=122 tag=perturb g6=Q~nb~tz^|~f}z~tn~z~jnwe||Zo t=2.4s
TIGHT n=18 m=97 tag=perturb g6=QdhY~i~JVn_z`ftvv~hd\NbqtYg t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Qmzp~}}^s~okv}[ZZX~zW^XYTR_ t=0.5s
TIGHT n=18 m=111 tag=perturb g6=Qr~^vcp}k{x}y|L|^^zrZevl}}w t=2.1s
TIGHT n=18 m=100 tag=perturb g6=Qvkz[cF^t~avzVHzlPEkXku~~^w t=0.9s
TIGHT n=18 m=112 tag=perturb g6=Q|zw|^~n}aVpFn|~~^xRlmmmj\w t=0.8s
TIGHT n=18 m=101 tag=perturb g6=Q~~~HXfTlNcE~]T^mJHk~con~^w t=0.9s
TIGHT n=18 m=111 tag=perturb g6=Q{~~j~|^[~x}b^~vwJlB}^rYh\W t=0.6s
TIGHT n=18 m=114 tag=perturb g6=Q~n~|{v^|~evz^D]nzngpkuZv^g t=2.1s
TIGHT n=18 m=110 tag=perturb g6=QEr|n~~[LIxHrvtsrZ~z]t^~~vw t=2.0s
TIGHT n=18 m=102 tag=perturb g6=Q|Zo~|Tz|vn}J{suRjffboU^{zO t=1.9s
TIGHT n=18 m=107 tag=perturb g6=Qvf|D{v^|}Nqz^K\nzlg|_qz~^w t=1.9s
TIGHT n=18 m=109 tag=perturb g6=Q^k~t[vNt~f~zz_^nZxiH|E}|vw t=0.3s
TIGHT n=18 m=109 tag=perturb g6=Q~\fj|xN|mdz~}ds|V^b\[Fu|vw t=0.6s
TIGHT n=18 m=132 tag=perturb g6=Q~x~}|nVl~z~z~||~^~z~}nnvVw t=2.5s
TIGHT n=18 m=112 tag=perturb g6=Q^M|bzkT[tx}z~\nn^xu^~Ru~no t=1.1s
TIGHT n=18 m=118 tag=perturb g6=Q~^}V~|~{~zm~~v]H^xET~Buvnw t=2.1s
TIGHT n=18 m=110 tag=perturb g6=Q{YZf~t]zbfnjn\\f|xD|~n{Z^w t=1.9s
TIGHT n=18 m=95 tag=perturb g6=QjA^|{z^{ngRiUPViy{xxss\z\g t=0.3s
TIGHT n=18 m=115 tag=perturb g6=Q~~~nnl]|zpIzv~FvZnN^~Njl]? t=0.8s
TIGHT n=18 m=126 tag=perturb g6=Q~~~~~~]lzxGz~|~~]}n^tv~lVW t=2.0s
TIGHT n=18 m=116 tag=perturb g6=Q~L~~|vFl~f~znt~nZ~aL^E]\vo t=4.2s
TIGHT n=18 m=108 tag=perturb g6=Q|a|l{v^|nhvg^T^ky~g|{u]~\w t=0.8s
TIGHT n=18 m=110 tag=perturb g6=QfZYVnz^wdfnznlTVZxP|jn~z~w t=1.9s
TIGHT n=18 m=119 tag=perturb g6=QVY{~~~UnrxGb~|~~]~z}^vx~Vw t=0.6s
TIGHT n=18 m=109 tag=perturb g6=Qr~zv|{M{~g~Hz|rxzlrzFvylRW t=0.3s
TIGHT n=18 m=105 tag=perturb g6=Qzn~\}VRs^|uz]T]fj~Gmkps^vW t=0.8s
TIGHT n=18 m=121 tag=perturb g6=Q}~~v\{\||w}z~~yzVpp~~v}f^W t=0.9s
TIGHT n=18 m=106 tag=perturb g6=Qa~zv|{M{~g~Hz|rzzlbjFvwdZw t=0.5s
TIGHT n=18 m=99 tag=perturb g6=QV^^|Ndv[[wugz|~nslE^xBUvN? t=0.8s
TIGHT n=18 m=112 tag=perturb g6=Q~~~|SvUl^n]j]T^nZNwtcq~~^w t=1.9s
TIGHT n=18 m=107 tag=perturb g6=Q|~~|\vQl^nQjUT^exNg|cr]~~w t=1.9s
TIGHT n=18 m=112 tag=perturb g6=Q~l~vSvNtnv~zzp^~YtqG|Fm|vw t=1.7s
TIGHT n=18 m=106 tag=perturb g6=Qzjx~tnrxEumF||^~~iTdkJwb~w t=0.9s
TIGHT n=18 m=115 tag=perturb g6=Qf~Ntz~Unz~W`}^z^^v~Wjv}zVg t=0.3s
TIGHT n=18 m=107 tag=perturb g6=Q^f~|{vl[zJdz~TYnx}g\gq~nVw t=1.9s
TIGHT n=18 m=112 tag=perturb g6=Qi~zV~G^{~jnz}|nj^trzuvo{Rw t=0.9s
TIGHT n=18 m=108 tag=perturb g6=Qzjxn|}vJmumFl~^~~oTtkFwr^w t=1.3s
TIGHT n=18 m=105 tag=perturb g6=QZm~zqz}~zIHx||lKeB^^NuvlNW t=0.3s
TIGHT n=18 m=105 tag=perturb g6=Q~lt~{v\|~LvyX\mkXlWvwvt^[G t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Q|yW~|Z^uNrnYlXN^J~oL~n}y\w t=0.6s
TIGHT n=18 m=104 tag=perturb g6=QXbW~}z^}Nrnzmx^FIzolNm]j^W t=0.3s
TIGHT n=18 m=105 tag=perturb g6=Q{~^yu{Zczj^j}H\~Xloq^vy{uw t=0.3s
TIGHT n=18 m=103 tag=perturb g6=Qz|^t[kGW|X]z{N|fUxq~nN{m^w t=0.5s
TIGHT n=18 m=109 tag=perturb g6=Q|zw}Z}n}avzBn{~~^yQtm]i~Yo t=2.3s
TIGHT n=18 m=108 tag=perturb g6=Q}xv~|v^[~Fzxzt~EIuaWeN}|vw t=0.8s
TIGHT n=18 m=128 tag=perturb g6=Q~xtm|nVl~z~z~{|~^~z~mn~vVw t=0.3s
TIGHT n=18 m=110 tag=perturb g6=QZz^Vlg]|l|}y{\nF^|vX|v[m^w t=0.6s
TIGHT n=18 m=107 tag=perturb g6=Qvlz`\fVl^|K~][^mzNg|_r~~^w t=0.5s
TIGHT n=18 m=107 tag=perturb g6=Qvtu|^~UgjH?b~|~~]~z}XbylVw t=0.7s
TIGHT n=18 m=105 tag=perturb g6=Q{^~j~T^w~x}b^vpxHlR{^rYjLW t=1.6s
TIGHT n=18 m=94 tag=perturb g6=Qtnr{gvF~qNqMrS\Nrf`hcq}zLw t=0.5s
TIGHT n=18 m=107 tag=perturb g6=Qzmz~|x]nzjHh~|lLQrVE~vVhVw t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Q{\tn{[VW~Qgz~{^n^xU|vRqNMo t=0.3s
TIGHT n=18 m=101 tag=perturb g6=Q|RW|xPz|vn}J|cvRvvfbpE^{zO t=0.8s
TIGHT n=18 m=118 tag=perturb g6=Q}f~|{vZ|]~vvR^~nznk|ku|~Yg t=1.0s
TIGHT n=18 m=110 tag=perturb g6=Qyjr~lu^|~ayz~p~lr^jnwe|wZo t=0.9s
TIGHT n=18 m=100 tag=perturb g6=Q~i|[OE^v~a~h^HrnpFHVms~}^g t=0.6s
TIGHT n=18 m=111 tag=perturb g6=Q~vv~^v}lzgGQ~t~i[~fXyn~lVW t=0.3s
TIGHT n=18 m=105 tag=perturb g6=Q~\fj|xN\idz~wds|V^b\[Fu|vw t=0.3s
TIGHT n=18 m=112 tag=perturb g6=Q{~^j~X^[~x}b^~vzJlr}^rYh\W t=1.6s
TIGHT n=18 m=110 tag=perturb g6=Q]^|F~{bY~X}nzdxn^xuX~VunMw t=0.3s
TIGHT n=18 m=123 tag=perturb g6=Qv~~~|~}lzXGZ~|~r]~z]~||nTw t=1.8s
TIGHT n=18 m=103 tag=perturb g6=QW~M~}|~_Zb^nhHT~Jxqb^vykvw t=0.5s
TIGHT n=18 m=119 tag=perturb g6=Qnjr~|v^~vR^jzs~~z~jnwe||Zo t=0.6s
TIGHT n=18 m=116 tag=perturb g6=Q~Xt{|nVl|z~z~g|t]\zvMN~vVw t=1.9s
TIGHT n=18 m=106 tag=perturb g6=Ql\}~svNtmn~vvFvnZlaNW~ELdw t=0.8s
TIGHT n=18 m=104 tag=perturb g6=Q\zp~lv^rFyDhn{NvRZp|Nn}bTw t=0.5s
TIGHT n=18 m=114 tag=perturb g6=Q{ZZf~^^zbfnjn\\~NxP|}N}z~W t=2.0s
TIGHT n=18 m=113 tag=perturb g6=Q|]|`Z{v[thuz~|~n\xu^~V}nNo t=0.9s
TIGHT n=18 m=114 tag=perturb g6=Qw~^~}k]s~x~jylnzZ|rz]rykvw t=1.6s
TIGHT n=18 m=119 tag=perturb g6=Qf~Zv~~]lzzWb~\~~]|~[jv|nVg t=1.9s
TIGHT n=18 m=121 tag=perturb g6=Q{rz}r~^~vfnxn\\~^zBl~n}z^w t=0.9s
TIGHT n=18 m=111 tag=perturb g6=Qn^|u~uVsRx}zZxv~^xu^mR{mFw t=0.7s
TIGHT n=18 m=116 tag=perturb g6=Qnzn]ln[|^xExz|}|U~~^~n~hUW t=1.1s
TIGHT n=18 m=118 tag=perturb g6=Q~~v~^v]lz|GY~|~m]~f^yn~LRW t=1.5s
TIGHT n=18 m=98 tag=perturb g6=Q~z~HXfTlN`Er]T^mJHk~con~^w t=0.5s
TIGHT n=18 m=112 tag=perturb g6=Q|mr}^U~xVF}z~u~mx~zmwe|{io t=1.2s
TIGHT n=18 m=116 tag=perturb g6=QZ}~~z~YLziHl~|lN}v^}nRv~Vg t=1.8s
TIGHT n=18 m=115 tag=perturb g6=Q~X~~n~}h|xHzm|ms{\x]~v~kVw t=1.4s
TIGHT n=18 m=125 tag=perturb g6=Qlzxz~~^~f~^jnw~~vzp|~n~jUw t=1.0s
TIGHT n=18 m=106 tag=perturb g6=Q^_~\{z^|nhfwUS^myzg~x}{~\W t=0.9s
TIGHT n=18 m=91 tag=perturb g6=QzVfV}WsUmjYT]|TJ{zvINPe~A? t=0.2s
TIGHT n=18 m=111 tag=perturb g6=Q~mz|kuu|~ntz^f]nzjw|uiy{N_ t=2.5s
TIGHT n=18 m=101 tag=perturb g6=Q~z~H\bTlLpfRUD^mZhk~so~~^w t=1.0s
TIGHT n=18 m=106 tag=perturb g6=Qd^{szsV{PX}~}xvn^zuVmTunNo t=0.7s
TIGHT n=18 m=98 tag=perturb g6=QaZZl}Vm{}jAq~S\f~N_x_qv^~w t=0.3s
TIGHT n=18 m=109 tag=perturb g6=Q|zW|v^^|NrnbLxvVJrolnnmz^w t=0.7s
TIGHT n=18 m=121 tag=perturb g6=Qt~zv~l^{~xrz}|v~Ztrz^vylVw t=1.8s
TIGHT n=18 m=107 tag=perturb g6=Qz}~^z~}~ziXX|pLL^RPL~VvLVG t=1.2s
TIGHT n=18 m=99 tag=perturb g6=Qd\?TZN^|qvjjnctnRjP|jnZN^w t=0.2s
TIGHT n=18 m=111 tag=perturb g6=Qzf}~kuLu~E~t~{sixdy|~e~|ng t=2.5s
TIGHT n=18 m=107 tag=perturb g6=Q{Jrjb|N|~e~z}Sl~}~tlwa|\Tg t=2.0s
TIGHT n=18 m=102 tag=perturb g6=Qxjpn|uuBmumFln^~~oTvkF{b^o t=0.5s
TIGHT n=18 m=113 tag=perturb g6=QzF}~muNu~Fzt~|sizly|{e~|ng t=1.8s
TIGHT n=18 m=124 tag=perturb g6=Qv~~~|~]lzxGBz|~~]~y}~v~nVw t=2.7s
TIGHT n=18 m=108 tag=perturb g6=Qw~Z|v`]s~hljynmz\|rz]zqlvW t=1.7s
TIGHT n=18 m=131 tag=perturb g6=Qv~~~}V^|~xmz~|~~^~z~|f~lRw t=3.0s
TIGHT n=18 m=116 tag=perturb g6=Q}n~]\VJ|~bzz~dzvhljx{e~~^w t=4.4s
TIGHT n=18 m=95 tag=perturb g6=QzVv^}WsOnbYru|TJ{zfMnPc~MG t=0.5s
TIGHT n=18 m=101 tag=perturb g6=Q~hwt|P^|va}ZCsv^z}ebwe||Zo t=0.3s
TIGHT n=18 m=109 tag=perturb g6=Qzxvz|v^[~Fzxzt~EIuaWm^}|vw t=0.8s
TIGHT n=18 m=108 tag=perturb g6=Qz|^l{kMw|W]y|\|fUxr^~v{m^w t=1.9s
TIGHT n=18 m=113 tag=perturb g6=Qz}~~~~]lziHwn|lLurT^nvvlVW t=1.6s
TIGHT n=18 m=105 tag=perturb g6=QnzP[lf{|^xExzsu|U~^\~n~gEW t=0.3s
TIGHT n=18 m=113 tag=perturb g6=Q~z\~~~ULzJG}z\~^]}n^ht~DVW t=2.2s
TIGHT n=18 m=114 tag=perturb g6=Qw~^~}k^s~x~jyljzZ|rz^vykew t=1.9s
TIGHT n=18 m=129 tag=perturb g6=Q~~v~~~^|Zwk}~|~~]~~F~n~lVW t=1.9s
TIGHT n=18 m=115 tag=perturb g6=Q}f~l{vZ\]~vtq^~nx~k|ku||]g t=1.1s
TIGHT n=18 m=108 tag=perturb g6=Q~jq~|PV|vf}zos~^z~jboel|Zo t=1.9s
TIGHT n=18 m=104 tag=perturb g6=Q~A^wsv^|nwVi[T^ny|yx{u\zTw t=1.8s
TIGHT n=18 m=104 tag=perturb g6=Q}zw~\zr}aumAxtZ~^yotmjwr^w t=0.8s
TIGHT n=18 m=108 tag=perturb g6=Q^n~l[Ulwzjvz^tQnzmg\ky~nVw t=0.3s
TIGHT n=18 m=112 tag=perturb g6=QMn|vww^{}ifz}|{jz|rz^vylVw t=0.9s
TIGHT n=18 m=117 tag=perturb g6=Q~jv~|fJ^^f}z~o~~\vjnwe~xZo t=1.9s
TIGHT n=18 m=100 tag=perturb g6=Q~bz`\fVk^DMx]F^mzLg~_qn~^w t=0.8s
TIGHT n=18 m=111 tag=perturb g6=Q~^~m^|vHVx}z~]fn^xi\}FqjN_ t=0.3s
TIGHT n=18 m=109 tag=perturb g6=QZ~Xvd`]k|x}y|L~^^zrz]vgm^w t=1.1s
TIGHT n=18 m=102 tag=perturb g6=Qz]haz}|[tn{P~|~kmkrnnRRFLg t=0.3s
TIGHT n=18 m=103 tag=perturb g6=QVVl|[v]t^nUiUT^mzKI|cU~~^w t=0.5s
TIGHT n=18 m=101 tag=perturb g6=Q}zz{KUft~ntjtlwfzxLn}WI\Mo t=0.6s
TIGHT n=18 m=108 tag=perturb g6=Q^{~t[vMt~f~w~b^fzxiH|E}ttw t=0.3s
TIGHT n=18 m=111 tag=perturb g6=Q~^~m^|vJVx~z~Men^xi\}FqjN_ t=2.0s
TIGHT n=18 m=99 tag=perturb g6=Qvty|^uUgjH?bz|~~M~j~XfW_Vw t=1.8s
TIGHT n=18 m=118 tag=perturb g6=QVZ{~~~UlrxGb~|~~|~z}^rp~Vw t=0.7s
TIGHT n=18 m=108 tag=perturb g6=Q~jqzlO^|ve}Ztsv~z~hjwfl|Zo t=1.2s
TIGHT n=18 m=112 tag=perturb g6=Qxzy^~Q^}~vfJnx{VJzSm}m}z^w t=1.9s
TIGHT n=18 m=132 tag=perturb g6=Q~n~~|v^|~e~z~t~~z~zt{e~~^w t=5.6s
TIGHT n=18 m=100 tag=perturb g6=Qxxwzx|f}AeNBv\]~^yplmzirYg t=0.6s
TIGHT n=18 m=106 tag=perturb g6=Q^^^F}{v]N{{j}~oN|Yq^VRjf[w t=0.3s
TIGHT n=18 m=111 tag=perturb g6=QD|Ztxn^lzzGfr\}\]~~[j~vnVw t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Ql]G{N~nmavjF~|^|~zX|lj}Z^o t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Q|Zx}\|neavzJn|~~~yR\daeZ\w t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Q}yZvz~N\~fnxe[\t|bF|rJ^fro t=0.9s
TIGHT n=18 m=127 tag=perturb g6=Q~n|~|v^|~eljzt~~z~zt{e~~^w t=2.1s
TIGHT n=18 m=111 tag=perturb g6=Qu\l~|vN|mfz~~f~lZ~EL[FUlvo t=0.9s
TIGHT n=18 m=105 tag=perturb g6=QxxG~~R^}Mrnjlx^NI~_l~luzVW t=0.7s
TIGHT n=18 m=115 tag=perturb g6=Qf~Zv~~^lvzWb~\^|]tV|ivtnVg t=0.8s
TIGHT n=18 m=100 tag=perturb g6=Qlzy~i~MVn_Lbbx~Z^zd|~BrpI_ t=0.6s
TIGHT n=18 m=103 tag=perturb g6=Q}^~aYeVW~oIrz|~nUK~n~Ru{To t=0.6s
TIGHT n=18 m=112 tag=perturb g6=QOy^Vz~^~~fnxeK\d~jF|~nVfzw t=1.9s
TIGHT n=18 m=117 tag=perturb g6=Q~\~~~~]|~XGz~|mu}Tx[~vrkVw t=1.8s
TIGHT n=18 m=108 tag=perturb g6=Q~vvn^vyLzgGQ~t~i[~fXyn~tVW t=0.3s
TIGHT n=18 m=113 tag=perturb g6=Q~jv~|VJ]^fyz~{|~X]jmwe~xZo t=1.8s
TIGHT n=18 m=112 tag=perturb g6=Qt~Y~~|UHVXGb~D^~]~z}^|znVw t=0.9s
TIGHT n=18 m=102 tag=perturb g6=QXbX~}x^}NrnzmpVFIzolNm]j^W t=2.2s
TIGHT n=18 m=107 tag=perturb g6=Qmjt~|RJ]Vfyz~dv~XZNmwe~|Yo t=0.3s
TIGHT n=18 m=105 tag=perturb g6=Q|R]|xPz|vn}JlsvBv~fbpU~{zO t=1.7s
TIGHT n=18 m=114 tag=perturb g6=Q^^~bYkV[|z}z~|~n^TuN~Ru|]o t=0.7s
TIGHT n=18 m=106 tag=perturb g6=Q|Yx~w]~~BvmJlvYp]xt|^n[xXw t=1.1s
TIGHT n=18 m=106 tag=perturb g6=Q{NRdx~]zSvN`n\\}SxP|~n}z^w t=0.5s
TIGHT n=18 m=128 tag=perturb g6=Q~jv~|v^|nf~z~s~~z~jnyf~~Zo t=2.2s
TIGHT n=18 m=104 tag=perturb g6=Q}^}^~zZxzi@X~wlNuf~^I{u`FW t=0.8s
TIGHT n=18 m=115 tag=perturb g6=Qz[~~z~]lriHz~|nler^^nvvkVw t=1.9s
TIGHT n=18 m=116 tag=perturb g6=Q^njftz^\~z{z~|Nnzzjmwe||Zo t=2.0s
TIGHT n=18 m=111 tag=perturb g6=Q}n~}\V^x~bzz~Cz~Xlj?{e~~Jw t=1.0s
TIGHT n=18 m=124 tag=perturb g6=Qnf~~\v^t~Fvr~ttl~mz|{n~~^w t=5.5s
TIGHT n=18 m=111 tag=perturb g6=Q^~^~xw]{|x}y{\t^^~rJ~c[iVw t=0.4s
TIGHT n=18 m=113 tag=perturb g6=QtYZf~^^zbfnjn\\~NxP|}N}n~W t=0.9s
TIGHT n=18 m=119 tag=perturb g6=Q~n|ntr^t~ftynlz~z~j||a~U]w t=1.9s
TIGHT n=18 m=124 tag=perturb g6=Q~jv^|t^|~f}z~s~|~~jnwe~~Zo t=5.8s
TIGHT n=18 m=105 tag=perturb g6=Q]NzL{vl|zyvz^tYzzak\gQvnVw t=0.8s
TIGHT n=18 m=118 tag=perturb g6=Q~n~|{r^|}lVz^T^nzng|ku~nVw t=0.6s
TIGHT n=18 m=115 tag=perturb g6=Q~~~F|{U{^x}{]x~~^@r^~R}nVW t=0.8s
TIGHT n=18 m=113 tag=perturb g6=Qz[~~z~]lbiHz~~Nler^^ntvmVo t=2.0s
TIGHT n=18 m=95 tag=perturb g6=Qh`w~y~Jvn_zDf\~R^hdxFzotY_ t=0.7s
TIGHT n=18 m=107 tag=perturb g6=Qm~|jZsV]~omRz~~\YW}nnru{VO t=0.8s
TIGHT n=18 m=110 tag=perturb g6=QuF~f~wf[^X~zvtynZru~~Rujdo t=0.7s
TIGHT n=18 m=100 tag=perturb g6=QnUyfx]}[t|sW^|~n^|VzDRuSH_ t=0.6s
TIGHT n=18 m=108 tag=perturb g6=Qer|l~~[LIh@rvtsrZ~z]t^~~vw t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Qr~\^d`zl|x}q\T|~^zrZevKM^o t=0.3s
TIGHT n=18 m=98 tag=perturb g6=Qlhw~a~Jvn_Z@v\~Z^zd|niotY_ t=0.5s
TIGHT n=18 m=99 tag=perturb g6=Q{NRcxz]zSvN_fT\}SxP|~n}y]w t=0.3s
TIGHT n=18 m=111 tag=perturb g6=Q^nbdxz^|~z{x~|Nnphjnwe||Zo t=0.5s
TIGHT n=18 m=108 tag=perturb g6=QPyw~~~^^N}njb\]~^i`|uk{ZxW t=0.3s
TIGHT n=18 m=114 tag=perturb g6=Q^fjfpz\T|~|z~~^n~zjmwU|tZO t=2.1s
TIGHT n=18 m=110 tag=perturb g6=Q^yxn]|juaujBn|~~RyPvmn{~^w t=1.5s
TIGHT n=18 m=103 tag=perturb g6=Q\]|fJ{S[\wuz~}~n^xc^wRUn\o t=1.6s
